feature_name,date_code,measure,response,percent,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity
Renfrewshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,35,All,Urban,All,All,All,All
West Dunbartonshire,2019,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,Urban,All,All,All,All
North Lanarkshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,Urban,All,All,All,All
North Ayrshire,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,Urban,All,All,All,All
East Lothian,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,7,All,Urban,All,All,All,All
Falkirk,2018,distance_to_nearest_green_or_blue_space,Don't Know,2,All,Urban,All,All,All,All
Dumfries and Galloway,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,All,All,All,Pensioners,All
West Dunbartonshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,52,All,All,All,All,With Children,All
West Dunbartonshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,58,Male,All,All,All,All,All
Scottish Borders,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,82,All,Urban,All,All,All,All
Fife,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Dundee City,2016,distance_to_nearest_green_or_blue_space,Don't Know,2,All,Urban,All,All,All,All
East Ayrshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,64,All,Urban,All,All,All,All
Perth and Kinross,2015,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Orkney Islands,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,41,All,Urban,All,All,All,All
Highland,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,63,All,Urban,All,All,All,All
Na h-Eileanan Siar,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,32,All,Urban,All,All,All,All
East Lothian,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,83,All,Urban,All,All,All,All
West Lothian,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,3,All,Urban,All,All,All,All
City of Edinburgh,2017,distance_to_nearest_green_or_blue_space,Don't Know,0,All,Urban,All,All,All,All
Argyll and Bute,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,Urban,All,All,All,All
North Lanarkshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,Urban,All,All,All,All
City of Edinburgh,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,9,All,Urban,All,All,All,All
South Ayrshire,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,7,All,Urban,All,All,All,All
Highland,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,Urban,All,All,All,All
Scotland,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Midlothian,2014,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Aberdeen City,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,Urban,All,All,All,All
Highland,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,10,All,Urban,All,All,All,All
West Lothian,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,26,All,Urban,All,All,All,All
Highland,2017,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Na h-Eileanan Siar,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,1,All,Urban,All,All,All,All
Aberdeenshire,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,Urban,All,All,All,All
Midlothian,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,Urban,All,All,All,All
North Lanarkshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,Urban,All,All,All,All
Fife,2014,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,7,All,Urban,All,All,All,All
Argyll and Bute,2015,distance_to_nearest_green_or_blue_space,Don't Know,8,All,Urban,All,All,All,All
Glasgow City,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,18,All,Urban,All,All,All,All
Shetland Islands,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,4,All,Urban,All,All,All,All
South Ayrshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Falkirk,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,9,All,Urban,All,All,All,All
Dundee City,2018,distance_to_nearest_green_or_blue_space,Don't Know,6,All,Urban,All,All,All,All
Highland,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,Urban,All,All,All,All
East Ayrshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Falkirk,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,29,All,Urban,All,All,All,All
East Renfrewshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
East Lothian,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,13,All,Urban,All,All,All,All
City of Edinburgh,2013,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Moray,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,12,All,Urban,All,All,All,All
Inverclyde,2017,distance_to_nearest_green_or_blue_space,Don't Know,2,All,Urban,All,All,All,All
Renfrewshire,2019,distance_to_nearest_green_or_blue_space,Don't Know,4,All,All,All,All,Pensioners,All
Scottish Borders,2019,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,Adults,All
South Ayrshire,2019,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,Pensioners,All
Renfrewshire,2019,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,Adults,All
Aberdeenshire,2019,distance_to_nearest_green_or_blue_space,Don't Know,1,All,All,All,All,Pensioners,All
City of Edinburgh,2019,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,Pensioners,All
South Lanarkshire,2019,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,Adults,All
Highland,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Na h-Eileanan Siar,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,15,All,Urban,All,All,All,All
Renfrewshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,7,All,Urban,All,All,All,All
City of Edinburgh,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Fife,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,All,Urban,All,All,All,All
Highland,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,All,Urban,All,All,All,All
Orkney Islands,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,41,All,Urban,All,All,All,All
Na h-Eileanan Siar,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,1,All,Urban,All,All,All,All
City of Edinburgh,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,65,All,Urban,All,All,All,All
Dundee City,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,53,All,Urban,All,All,All,All
Stirling,2019,distance_to_nearest_green_or_blue_space,Don't Know,0,All,All,All,All,Adults,All
South Lanarkshire,2019,distance_to_nearest_green_or_blue_space,Don't Know,2,All,All,All,All,Pensioners,All
Na h-Eileanan Siar,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,All,All,All,All,All
Argyll and Bute,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,55,Female,All,All,All,All,All
Renfrewshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,52,Female,All,All,All,All,All
Stirling,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,84,Female,All,All,All,All,All
Aberdeen City,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,50,Female,All,All,All,All,All
Na h-Eileanan Siar,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,76,All,All,All,All,Adults,All
Na h-Eileanan Siar,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,All,All,All,Pensioners,All
Glasgow City,2017,distance_to_nearest_green_or_blue_space,Don't Know,2,All,Urban,All,All,All,All
Renfrewshire,2014,distance_to_nearest_green_or_blue_space,Don't Know,3,All,Urban,All,All,All,All
Falkirk,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,9,All,Urban,All,All,All,All
Na h-Eileanan Siar,2017,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Na h-Eileanan Siar,2016,distance_to_nearest_green_or_blue_space,Don't Know,3,All,Urban,All,All,All,All
Argyll and Bute,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,64,Male,All,All,All,All,All
Shetland Islands,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,78,Male,All,All,All,All,All
City of Edinburgh,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,66,Female,All,All,All,All,All
Aberdeenshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,60,Male,All,All,All,All,All
South Ayrshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,66,Male,All,All,All,All,All
Stirling,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,85,Male,All,All,All,All,All
City of Edinburgh,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,72,Male,All,All,All,All,All
South Ayrshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,83,Female,All,All,All,All,All
South Lanarkshire,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,65,Male,All,All,All,All,All
Orkney Islands,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,46,Male,All,All,All,All,All
Aberdeen City,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,54,Male,All,All,All,All,All
Argyll and Bute,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,66,Male,All,All,All,All,All
Shetland Islands,2019,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,86,Female,All,All,All,All,All
Highland,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,All,All,All,Adults,All
Highland,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,Female,All,All,All,All,All
City of Edinburgh,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,65,All,All,All,All,With Children,All
Renfrewshire,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,All,All,All,All,Pensioners,All
Renfrewshire,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,Female,All,All,All,All,All
Dumfries and Galloway,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,6,All,Urban,All,All,All,All
West Dunbartonshire,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,56,All,Urban,All,All,All,All
West Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,Don't Know,6,All,Urban,All,All,All,All
Midlothian,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,8,All,Urban,All,All,All,All
Falkirk,2015,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Fife,2018,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,All,Urban,All,All,All,All
Renfrewshire,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,Urban,All,All,All,All
South Lanarkshire,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,21,All,Urban,All,All,All,All
Aberdeen City,2018,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,58,All,Urban,All,All,All,All
Shetland Islands,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,5,All,Urban,All,All,All,All
West Lothian,2014,distance_to_nearest_green_or_blue_space,Don't Know,2,All,Urban,All,All,All,All
East Renfrewshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,62,All,Urban,All,All,All,All
Renfrewshire,2013,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Renfrewshire,2015,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Orkney Islands,2016,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,Urban,All,All,All,All
Glasgow City,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,17,All,Urban,All,All,All,All
Scottish Borders,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,69,All,Urban,All,All,All,All
Highland,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,10,All,Urban,All,All,All,All
East Renfrewshire,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,27,All,Urban,All,All,All,All
East Lothian,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,3,All,Urban,All,All,All,All
North Ayrshire,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,70,All,Urban,All,All,All,All
Orkney Islands,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,69,All,Urban,All,All,All,All
East Lothian,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,78,All,Urban,All,All,All,All
Inverclyde,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,14,All,Urban,All,All,All,All
Dundee City,2013,distance_to_nearest_green_or_blue_space,Don't Know,0,All,Urban,All,All,All,All
Inverclyde,2018,distance_to_nearest_green_or_blue_space,Don't Know,3,All,Urban,All,All,All,All
Orkney Islands,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,73,All,Urban,All,All,All,All
Highland,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,75,All,Urban,All,All,All,All
Angus,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,Urban,All,All,All,All
South Lanarkshire,2019,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,17,All,Urban,All,All,All,All
Angus,2018,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
West Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,32,All,Urban,All,All,All,All
Dundee City,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,Urban,All,All,All,All
Orkney Islands,2013,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,16,All,Urban,All,All,All,All
Na h-Eileanan Siar,2015,distance_to_nearest_green_or_blue_space,Don't Know,2,All,Urban,All,All,All,All
South Ayrshire,2013,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,10,All,Urban,All,All,All,All
East Ayrshire,2016,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,10,All,Urban,All,All,All,All
Midlothian,2018,distance_to_nearest_green_or_blue_space,Don't Know,0,All,Urban,All,All,All,All
Orkney Islands,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,71,All,Urban,All,All,All,All
Angus,2017,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,26,All,Urban,All,All,All,All
Scottish Borders,2014,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,19,All,Urban,All,All,All,All
Angus,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
Glasgow City,2015,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,19,All,Urban,All,All,All,All
West Lothian,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,All,Urban,All,All,All,All
Dumfries and Galloway,2017,distance_to_nearest_green_or_blue_space,An 11 minute walk or more,15,All,Urban,All,All,All,All
East Renfrewshire,2015,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,64,All,Urban,All,All,All,All
Perth and Kinross,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,14,All,Urban,All,All,All,All
Aberdeen City,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,All,Urban,All,All,All,All
Fife,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,25,All,Urban,All,All,All,All
Scotland,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,Urban,All,All,All,All
Scotland,2015,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,22,All,Urban,All,All,All,All
East Dunbartonshire,2018,distance_to_nearest_green_or_blue_space,Within a 6-10 minute walk,24,All,Urban,All,All,All,All
Falkirk,2016,distance_to_nearest_green_or_blue_space,Don't Know,1,All,Urban,All,All,All,All
West Lothian,2014,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,58,All,All,All,All,All,All
Argyll and Bute,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,61,All,All,All,All,All,All
Dumfries and Galloway,2016,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,68,Female,All,All,All,All,All
West Dunbartonshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,53,All,All,All,All,Pensioners,All
East Ayrshire,2013,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,74,All,All,All,All,Adults,All
Argyll and Bute,2017,distance_to_nearest_green_or_blue_space,A 5 minute walk or less,57,Male,All,All,All,All,All
